标题,字段1_链接_链接,ABOUT,TIME,AUTHOR,COMMENTS,Unnamed: 6
Micron: A Major Opportunity Trading At Book Value,https://seekingalpha.com/article/4230401-micron-major-opportunity-trading-book-value,MU," Dec. 27, 2018, 12:35 PM ", Lyn Alden Schwartzer,205 Comments,
Kinder Morgan: 2019 Could Be Awesome,https://seekingalpha.com/article/4230398-kinder-morgan-2019-awesome,KMI," Dec. 27, 2018, 12:22 PM ", Daniel Jones,133 Comments,
Bargain During Roller Coaster Ride: Marathon Petroleum Update,https://seekingalpha.com/article/4230392-bargain-roller-coaster-ride-marathon-petroleum-update,MPC," Dec. 27, 2018, 11:41 AM ", Laura Starks,42 Comments,
International Paper: Get The Dividend While You Can,https://seekingalpha.com/article/4230385-international-paper-get-dividend-can,IP," Dec. 27, 2018, 10:57 AM ", AllStarTrader,37 Comments,
ConocoPhillips: Time To Tread More Carefully,https://seekingalpha.com/article/4230366-conocophillips-time-tread-carefully,COP," Dec. 27, 2018, 10:55 AM ", Achilles Research,14 Comments,
"Apple Is Not Dead, Logic Has Departed",https://seekingalpha.com/article/4230383-apple-dead-logic-departed,AAPL," Dec. 27, 2018, 10:53 AM ", Capital Market Laboratories,177 Comments,
Seadrill: Expectations For 2019,https://seekingalpha.com/article/4230381-seadrill-expectations-2019,SDRL," Dec. 27, 2018, 10:50 AM ", Vladimir Zernov,23 Comments,
The Miserable Group Of Canadian Cannabis Retailers,https://seekingalpha.com/article/4230376-miserable-group-canadian-cannabis-retailers,"CHOOF, INSHF, LQSIF"," Dec. 27, 2018, 10:39 AM ", Cornerstone Investments,46 Comments,
HEXO: Undervalued And Seeking NYSE Listing,https://seekingalpha.com/article/4230363-hexo-undervalued-seeking-nyse-listing,HEXO," Dec. 27, 2018, 10:09 AM ", Wilsonville Capital,21 Comments,
Delphi Energy Condenses Profits,https://seekingalpha.com/article/4230361-delphi-energy-condenses-profits,DPGYF," Dec. 27, 2018, 10:01 AM ", Long Player,17 Comments,
Royal Mail: Own A Part Of The UK's Infrastructure,https://seekingalpha.com/article/4230354-royal-mail-part-uks-infrastructure,"ROYMF, ROYMY"," Dec. 27, 2018, 9:53 AM ", Ben Holden-Crowther,4 Comments,
Nvidia: Some Thoughts On A Bottom,https://seekingalpha.com/article/4230360-nvidia-thoughts-bottom,NVDA," Dec. 27, 2018, 9:47 AM ", Nima Abbaszadeh,24 Comments,
Hilton Worldwide Is Unattractive At These Prices,https://seekingalpha.com/article/4230357-hilton-worldwide-unattractive-prices,HLT," Dec. 27, 2018, 9:39 AM ", Sanjit Deepalam,,
We Believe Novavax's RSV F Vaccine Is Likely To Fail Again And That Novavax Is Hurtling Toward Insolvency,https://seekingalpha.com/article/4230349-believe-novavaxs-rsv-f-vaccine-likely-fail-novavax-hurtling-toward-insolvency,NVAX," Dec. 27, 2018, 9:30 AM ", Alpha Exposure,114 Comments,
"Summer Infant: In The Midst Of A Dramatic Turnaround, Yet Still Priced For Distress",https://seekingalpha.com/article/4230347-summer-infant-midst-dramatic-turnaround-yet-still-priced-distress,Editors' Pick , SUMR," Dec. 27, 2018, 8:51 AM ", Timothy Stabosz,95 Comments
What Should I Do With My Starbucks Shares?,https://seekingalpha.com/article/4230344-starbucks-shares,SBUX," Dec. 27, 2018, 8:45 AM ", Mycroft Friedrich,41 Comments,
Schlumberger - Low Valuation And Huge Growing Potential Going Forward,https://seekingalpha.com/article/4230341-schlumberger-low-valuation-huge-growing-potential-going-forward,SLB," Dec. 27, 2018, 8:29 AM ", The Value Portfolio,26 Comments,
Henkel - A Simple Business For A Fair Price,https://seekingalpha.com/article/4230334-henkel-simple-business-fair-price,HENKY," Dec. 27, 2018, 8:25 AM ", David Möstl,24 Comments,
Why Buy AT&T When There's Enbridge: 4 Reasons Why I Am Buying Enbridge Over AT&T,https://seekingalpha.com/article/4229967-buy-and-t-enbridge-4-reasons-buying-enbridge-and-t,"ENB, T"," Dec. 27, 2018, 8:00 AM ", The Growth Guy,273 Comments,
Cara Therapeutics - Itching For Big Returns In 2019,https://seekingalpha.com/article/4230263-cara-therapeutics-itching-big-returns-2019,CARA," Dec. 27, 2018, 7:30 AM ", AMP Biotech Research,5 Comments,
"Baidu, JD.Com, Games Makers Rejoice; Top Leaders Pledged Support For The Economy",https://seekingalpha.com/article/4230327-baidu-jd-com-games-makers-rejoice-top-leaders-pledged-support-economy,Editors' Pick , KWEB," Dec. 27, 2018, 7:15 AM ", Chinese Internet Weekly,1 Comment
Tech's Twists,https://seekingalpha.com/article/4230254-techs-twists,Editors' Pick ," ANET, AVGO, FB"," Dec. 27, 2018, 6:30 AM ", SA Marketplace,47 Comments
"Deep Value With Barriers To Entry, Build-A-Bear Workshop",https://seekingalpha.com/article/4230324-deep-value-barriers-entry-build-bear-workshop,BBW," Dec. 27, 2018, 6:07 AM ", ShadowStock,35 Comments,
Stock Exchange: Are You Staying Sane In This Crazy Market?,https://seekingalpha.com/article/4230318-stock-exchange-staying-sane-crazy-market,CCEP," Dec. 27, 2018, 5:32 AM ", Jeff Miller,19 Comments,
BP And Kosmos Sanction West African LNG Project,https://seekingalpha.com/article/4230313-bp-kosmos-sanction-west-african-lng-project,"BP, KOS"," Dec. 27, 2018, 4:37 AM ", Callum Turcan,9 Comments,
Canada Goose: A Short-Term Slump,https://seekingalpha.com/article/4230302-canada-goose-short-term-slump,GOOS," Dec. 27, 2018, 2:35 AM ", Andrew Gu,8 Comments,
Winnebago: Come Along For A Ride At 6.0x Forward P/E,https://seekingalpha.com/article/4230301-winnebago-come-along-ride-6_0x-forward-p-e,WGO," Dec. 27, 2018, 1:59 AM ", Cameron Smith,1 Comment,
XPO Logistics - An Attractive Entry Point (Why I Bought Shares),https://seekingalpha.com/article/4230298-xpo-logistics-attractive-entry-point-bought-shares,XPO," Dec. 27, 2018, 12:57 AM ", Rubicon Associates,13 Comments,
Whiting Petroleum: Expect Volatility Ahead,https://seekingalpha.com/article/4230296-whiting-petroleum-expect-volatility-ahead,WLL," Dec. 26, 2018, 11:17 PM ", Daniel Jones,6 Comments,
Youngevity: Why Passage Of The 2018 Farm Bill Is Important Catalyst,https://seekingalpha.com/article/4230293-youngevity-passage-2018-farm-bill-important-catalyst,YGYI," Dec. 26, 2018, 10:17 PM ", Spencer Osborne,3 Comments,
Zynga: Bookings Boost Bonanza,https://seekingalpha.com/article/4230287-zynga-bookings-boost-bonanza,ZNGA," Dec. 26, 2018, 6:53 PM ", Stone Fox Capital,7 Comments,
Nvidia: Tepid Bullish Signal,https://seekingalpha.com/article/4230284-nvidia-tepid-bullish-signal,NVDA," Dec. 26, 2018, 6:18 PM ", Stone Fox Capital,46 Comments,
Tesla Hits A Wall In China,https://seekingalpha.com/article/4230283-tesla-hits-wall-china,TSLA," Dec. 26, 2018, 5:59 PM ", John Engle,245 Comments,
Marvell Technology: Leading The Charge In Technological Innovation,https://seekingalpha.com/article/4230278-marvell-technology-leading-charge-technological-innovation,MRVL," Dec. 26, 2018, 5:37 PM ", Joseph Heglin,3 Comments,
"Keane Group: Value Play, Or Value Trap?",https://seekingalpha.com/article/4230274-keane-group-value-play-value-trap,Editors' Pick , FRAC," Dec. 26, 2018, 5:04 PM ", Fluidsdoc,6 Comments
Roche May Have A Competing Drug For A Rare Disease,https://seekingalpha.com/article/4230272-roche-may-competing-drug-rare-disease,RHHBY," Dec. 26, 2018, 4:42 PM ", Terry Chrisomalis,2 Comments,
Duluth Trading: A Good Time To Restock?,https://seekingalpha.com/article/4230268-duluth-trading-good-time-restock,DLTH," Dec. 26, 2018, 4:40 PM ", Christopher Atwood,1 Comment,
Own The Stock Market: Intercontinental Exchange,https://seekingalpha.com/article/4230264-stock-market-intercontinental-exchange,ICE," Dec. 26, 2018, 4:29 PM ", Ben Holden-Crowther,11 Comments,
Gossamer Bio Begins U.S. IPO Effort,https://seekingalpha.com/article/4230267-gossamer-bio-begins-u-s-ipo-effort,GOSS," Dec. 26, 2018, 4:08 PM ", Donovan Jones,,
Gilead Doubles Down On Its NASH Pipeline With $1.5B Deal,https://seekingalpha.com/article/4230266-gilead-doubles-nash-pipeline-1_5b-deal,GILD," Dec. 26, 2018, 4:06 PM ", Terry Chrisomalis,56 Comments,
Stemline Therapeutics: Derisked And Ready To Rally,https://seekingalpha.com/article/4230265-stemline-therapeutics-derisked-ready-rally,STML," Dec. 26, 2018, 4:01 PM ", Busted IPO Forum,51 Comments,
"Neurocrine Suffers Setback In Tourette Study, But Still Has A Solid Pipeline",https://seekingalpha.com/article/4230262-neurocrine-suffers-setback-tourette-study-still-solid-pipeline,NBIX," Dec. 26, 2018, 3:54 PM ", Terry Chrisomalis,1 Comment,
Incyte Scores Lucrative Deal For Its 3 Pipeline Products,https://seekingalpha.com/article/4230259-incyte-scores-lucrative-deal-3-pipeline-products,INCY," Dec. 26, 2018, 3:36 PM ", Terry Chrisomalis,4 Comments,
Delta Air Lines Leads The Pack On Passenger Profitability,https://seekingalpha.com/article/4230255-delta-air-lines-leads-pack-passenger-profitability,DAL," Dec. 26, 2018, 3:16 PM ", Three Point Aviation Services LLC,30 Comments,
KemPharm Delay In Partnership May Have Silver Lining,https://seekingalpha.com/article/4230253-kempharm-delay-partnership-may-silver-lining,KMPH," Dec. 26, 2018, 3:02 PM ", Spencer Osborne,44 Comments,
Adamas Knife Continues To Fall As Value Continues To Rise,https://seekingalpha.com/article/4230244-adamas-knife-continues-fall-value-continues-rise,ADMS," Dec. 26, 2018, 2:59 PM ", Biologics,12 Comments,
Agenus Gets Hail Mary Cash Infusion From Gilead Sciences,https://seekingalpha.com/article/4230252-agenus-gets-hail-mary-cash-infusion-gilead-sciences,AGEN," Dec. 26, 2018, 2:55 PM ", Terry Chrisomalis,23 Comments,
Micron: This Ain't 2016,https://seekingalpha.com/article/4230241-micron-aint-2016,MU," Dec. 26, 2018, 2:48 PM ", Billy Duberstein,118 Comments,
"Agenus Wins $1.85 Billion Deal, But Market Cap Is Just $266 Million",https://seekingalpha.com/article/4230248-agenus-wins-1_85-billion-deal-market-cap-just-266-million,AGEN," Dec. 26, 2018, 2:45 PM ", William Meyers,16 Comments,
"Now Arriving, The Canadian Wide Moat 10 Dividend Growth Portfolio. All Aboard.",https://seekingalpha.com/article/4230240-now-arriving-canadian-wide-moat-10-dividend-growth-portfolio-aboard,"CNI, CP"," Dec. 26, 2018, 2:14 PM ", Dale Roberts,71 Comments,
Nintendo: An Intellectual Property Goldmine,https://seekingalpha.com/article/4230230-nintendo-intellectual-property-goldmine,NTDOY," Dec. 26, 2018, 2:06 PM ", Ben Holden-Crowther,29 Comments,
Lithium Junior Miner News For The Month Of December 2018,https://seekingalpha.com/article/4230237-lithium-junior-miner-news-month-december-2018,"AAL, ABEPF, AISSF"," Dec. 26, 2018, 2:02 PM ", Matt Bohlsen,16 Comments,
Has Amazon's Stock Finally Bottomed?,https://seekingalpha.com/article/4230229-amazons-stock-finally-bottomed,AMZN," Dec. 26, 2018, 1:30 PM ", Mott Capital Management,49 Comments,
General Electric: Expect A Big 2019,https://seekingalpha.com/article/4230227-general-electric-expect-big-2019,GE," Dec. 26, 2018, 1:16 PM ", Daniel Jones,127 Comments,
Apple Well-Positioned For Resurgence,https://seekingalpha.com/article/4230220-apple-well-positioned-resurgence,AAPL," Dec. 26, 2018, 12:32 PM ", Erich Reimer,68 Comments,
Reassessing New York Community Bank After Continued Price Declines,https://seekingalpha.com/article/4230213-reassessing-new-york-community-bank-continued-price-declines,NYCB," Dec. 26, 2018, 11:49 AM ", Healthy Wealth Coach,88 Comments,
Ciena: Success Breeds Success,https://seekingalpha.com/article/4230212-ciena-success-breeds-success,CIEN," Dec. 26, 2018, 11:48 AM ", Shareholders Unite,4 Comments,
Groupon: No Valuation Discounts In Sight For This Discount Provider,https://seekingalpha.com/article/4230211-groupon-valuation-discounts-sight-discount-provider,GRPN," Dec. 26, 2018, 11:45 AM ", Sean Higginson,52 Comments,
China Stocks For 2019 And Beyond,https://seekingalpha.com/article/4230210-china-stocks-2019-beyond,"BABA, IQ, ZNH"," Dec. 26, 2018, 11:34 AM ", B&B Market,17 Comments,
Going Long At $20 - Cars.com,https://seekingalpha.com/article/4230206-going-long-20-cars-com,CARS," Dec. 26, 2018, 11:21 AM ", Adam Stich,14 Comments,
A Common Thread As 2019 Approaches,https://seekingalpha.com/article/4230205-common-thread-2019-approaches,"AAXN, ATRS, NSP"," Dec. 26, 2018, 11:19 AM ", Jenks Jumps,11 Comments,
Airgain Inc. - Inexpensive Premium Antenna Player Growing 15%+,https://seekingalpha.com/article/4230201-airgain-inc-inexpensive-premium-antenna-player-growing-15-percent,AIRG," Dec. 26, 2018, 11:11 AM ", Cobiaman,1 Comment,
Boot Barn - A Top Pick For 2019 With 40% Upside,https://seekingalpha.com/article/4230200-boot-barn-top-pick-2019-40-percent-upside,BOOT," Dec. 26, 2018, 11:10 AM ", Dilantha De Silva,8 Comments,
Novartis Spin-Off Of Alcon Coming In 1H19,https://seekingalpha.com/article/4230198-novartis-spin-alcon-coming-1h19,ALC," Dec. 26, 2018, 11:09 AM ", Mike Winston,2 Comments,
AstraZeneca Looks To Expand Lynparza Label Into Additional Market,https://seekingalpha.com/article/4230199-astrazeneca-looks-expand-lynparza-label-additional-market,AZN," Dec. 26, 2018, 10:48 AM ", Terry Chrisomalis,5 Comments,
Darden Restaurants Can Continue To Outperform,https://seekingalpha.com/article/4230195-darden-restaurants-can-continue-outperform,DRI," Dec. 26, 2018, 10:31 AM ", GS Analytics,,
Trupanion: A High Growth Pet Insurer With Short-Tail Risk,https://seekingalpha.com/article/4230187-trupanion-high-growth-pet-insurer-short-tail-risk,TRUP," Dec. 26, 2018, 9:27 AM ", Saga Partners,25 Comments,
Our Thoughts On VMware,https://seekingalpha.com/article/4230178-thoughts-vmware,VMW," Dec. 26, 2018, 9:25 AM ", JP Research,4 Comments,
3 Holiday Gifts For Investors,https://seekingalpha.com/article/4230186-3-holiday-gifts-investors,"ABBV, CELG, FB"," Dec. 26, 2018, 9:09 AM ", Value Growth Master,5 Comments,
Carmax Is Poised For A Meaningful Acceleration In Growth,https://seekingalpha.com/article/4230184-carmax-poised-meaningful-acceleration-growth,KMX," Dec. 26, 2018, 9:05 AM ", GS Analytics,7 Comments,
Why Facebook Is A Screaming Buy,https://seekingalpha.com/article/4230168-facebook-screaming-buy,FB," Dec. 26, 2018, 8:33 AM ", Gainsboro Capital,25 Comments,
Freeport-McMoRan: Bargain Bin,https://seekingalpha.com/article/4230175-freeport-mcmoran-bargain-bin,FCX," Dec. 26, 2018, 8:24 AM ", Stone Fox Capital,22 Comments,
Africa Oil Corp - New Portfolio Approach Should Pay Off Incredibly Well,https://seekingalpha.com/article/4230172-africa-oil-corp-new-portfolio-approach-pay-incredibly-well,AOIFF," Dec. 26, 2018, 8:17 AM ", The Value Portfolio,5 Comments,
Brookfield Renewable Partners - Get The Berkshire Hathaway Of Real Assets With A 8% Yield,https://seekingalpha.com/article/4230170-brookfield-renewable-partners-get-berkshire-hathaway-real-assets-8-percent-yield,BEP," Dec. 26, 2018, 8:11 AM ", The Value Portfolio,18 Comments,
Chesapeake Energy - The Baby Has Been Thrown Out With The Bathwater,https://seekingalpha.com/article/4230167-chesapeake-energy-baby-thrown-bathwater,CHK," Dec. 26, 2018, 7:59 AM ", The Value Portfolio,23 Comments,
"Nasdaq, 'Tech,' And IPOs Are In For Gut-Wrencher",https://seekingalpha.com/article/4230159-nasdaq-tech-ipos-gut-wrencher,"SNAP, APRN, VICI"," Dec. 26, 2018, 7:03 AM ", Wolf Richter,1 Comment,
Match Group Is A Compelling Buy,https://seekingalpha.com/article/4230151-match-group-compelling-buy,MTCH," Dec. 26, 2018, 6:19 AM ", Arnav Agarwal,7 Comments,
GE Has Many Catalysts And Hidden Values,https://seekingalpha.com/article/4230141-ge-many-catalysts-hidden-values,GE," Dec. 26, 2018, 1:04 AM ", Jeremy Blum,96 Comments,
Pacific Drilling: Expectations For 2019,https://seekingalpha.com/article/4230137-pacific-drilling-expectations-2019,PACD," Dec. 25, 2018, 11:00 PM ", Vladimir Zernov,11 Comments,
Home Depot Growing Debt Pile Has Served Investors Well,https://seekingalpha.com/article/4230131-home-depot-growing-debt-pile-served-investors-well,HD," Dec. 25, 2018, 2:00 PM ", Anh Hoang,21 Comments,
Spotify: Compelling At All-Time Lows,https://seekingalpha.com/article/4230126-spotify-compelling-time-lows,Editors' Pick , SPOT," Dec. 25, 2018, 12:04 PM ", Gary Alexander,14 Comments
What Is Boeing's Real Value?,https://seekingalpha.com/article/4230119-boeings-real-value,BA," Dec. 25, 2018, 8:45 AM ", Edward Ambrose,50 Comments,
The Growth Scare: Put Your Emotions Aside And Start Buying For 2019 Gains,https://seekingalpha.com/article/4230117-growth-scare-put-emotions-aside-start-buying-2019-gains,SPY," Dec. 25, 2018, 8:07 AM ", Hawkinvest,141 Comments,
Asia Times IPO: Very Expensive Financial News,https://seekingalpha.com/article/4230116-asia-times-ipo-expensive-financial-news,ATIF," Dec. 25, 2018, 7:55 AM ", Bilbao Asset Management,1 Comment,
Teva Pharmaceuticals: 37% Improvement In Net Income Year Over Year,https://seekingalpha.com/article/4230107-teva-pharmaceuticals-37-percent-improvement-net-income-year-year,TEVA," Dec. 25, 2018, 7:12 AM ", Faloh Investment,60 Comments,
Transcat: Still Not Enough Value To Pull The Trigger,https://seekingalpha.com/article/4230101-transcat-still-enough-value-pull-trigger,TRNS," Dec. 25, 2018, 6:33 AM ", Cardon Capital,14 Comments,
"MannKind: Afrezza Scripts Down, Sharecount Up, And Shareholders Have Questions",https://seekingalpha.com/article/4230087-mannkind-afrezza-scripts-sharecount-shareholders-questions,MNKD," Dec. 25, 2018, 4:02 AM ", Spencer Osborne,57 Comments,
"Roku Crashed, Now What?",https://seekingalpha.com/article/4230077-roku-crashed-now,ROKU," Dec. 25, 2018, 1:08 AM ", Shareholders Unite,49 Comments,
Buy Facebook When It's Bloody,https://seekingalpha.com/article/4230075-buy-facebook-bloody,FB," Dec. 25, 2018, 12:51 AM ", Zero Sum Gamer,130 Comments,
Ensco: Expectations For 2019,https://seekingalpha.com/article/4230069-ensco-expectations-2019,ESV," Dec. 24, 2018, 11:09 PM ", Vladimir Zernov,85 Comments,
Colony Credit: Satisfactory Progress And Bargain Valuation,https://seekingalpha.com/article/4230066-colony-credit-satisfactory-progress-bargain-valuation,CLNC," Dec. 24, 2018, 10:02 PM ", John Sheehy,8 Comments,
"BlackRock: Cheaper, Growing Faster And It Generates Better Returns Than The Overall Market",https://seekingalpha.com/article/4230065-blackrock-cheaper-growing-faster-generates-better-returns-overall-market,BLK," Dec. 24, 2018, 9:50 PM ", Dale Roberts,79 Comments,
